timestamp,eci,pci,earfcn,tac,mcc,mnc,rsrp,rsrq,rssnr,cqi,latitude,longitude,altitude,gps_accuracy,speed,bearing,distance_from_bs
1788411234323,4096999427,195,504990,2097215,460,0,-92,-12,4,-1,39.8928118,116.34307773,41.2786865234375,3.7900925,1.06,87.2,
1788411232304,4096999427,195,504990,2097215,460,0,-92,-12,4,-1,39.89281095,116.34305059,41.47979736328125,3.7900925,1.07,90.7,
1788411230291,4096999427,195,504990,2097215,460,0,-92,-12,4,-1,39.8928103,116.34302019,41.8587646484375,9.935046,1.1,96.6,
1788411228277,4096999427,195,504990,2097215,460,0,-92,-12,4,-1,39.89280954,116.34298988,42.10357666015625,9.935046,1.07,75.1,
1788411226266,4096999427,195,504990,2097215,460,0,-92,-12,4,-1,39.89280389,116.34296724,42.3106689453125,9.935046,1.07,70.0,
1788411224050,4096999427,195,504990,2097215,460,0,-92,-12,4,-1,39.89279432,116.3429442,43.26080322265625,9.935046,1.09,22.8,
1788411224028,4096999427,195,504990,2097215,460,0,-92,-12,4,-1,39.89279432,116.3429442,43.26080322265625,9.935046,1.09,22.8,
1788411221787,4096999427,195,504990,2097215,460,0,-85,-12,1,-1,39.89276397,116.34292943,43.19329833984375,9.935046,1.01,32.1,
1788411219433,4096999427,195,504990,2097215,460,0,-85,-12,1,-1,39.89274687,116.34291591,42.704345703125,9.935046,1.03,37.9,
1788411217392,4096999427,195,504990,2097215,460,0,-85,-12,1,-1,39.89272637,116.34290715,42.123291015625,9.935046,0.89,2.7,
1788411214675,4096999427,195,504990,2097215,460,0,-85,-12,1,-1,39.89269706,116.342908,41.4117431640625,9.935046,0.98,4.3,
1788411213075,4096999427,195,504990,2097215,460,0,-85,-12,1,-1,39.89268724,116.3429063,41.58135986328125,9.935046,1.0,355.0,
1788411212207,4096999427,195,504990,2097215,460,0,-85,-12,8,-1,39.89267627,116.34290513,41.88653564453125,9.935046,0.98,3.8,
1788411210189,4096999427,195,504990,2097215,460,0,-85,-12,8,-1,39.89265623,116.34290211,42.04925537109375,9.935046,0.96,355.8,
1788411208074,4096999427,195,504990,2097215,460,0,-85,-12,8,-1,39.89263693,116.34290327,42.39208984375,9.935046,0.97,353.0,
1788411206062,4096999427,195,504990,2097215,460,0,-85,-12,8,-1,39.89261727,116.34290751,42.16790771484375,9.935046,0.97,349.4,
1788411204046,4096999427,195,504990,2097215,460,0,-85,-12,8,-1,39.89259696,116.34290879,42.136962890625,9.935046,1.02,341.7,
1788411202020,4096999427,195,504990,2097215,460,0,-85,-12,8,-1,39.89257884,116.34290951,42.162109375,3.7900925,1.07,346.4,
1788411201842,4096999427,195,504990,2097215,460,0,-85,-12,8,-1,39.89257884,116.34290951,42.162109375,3.7900925,1.07,346.4,
1788411200003,5727424513,646,504990,2097215,460,0,-89,-13,-2,-1,39.89255857,116.34290743,42.2979736328125,3.7900925,1.02,353.8,
1788411197983,5727424513,646,504990,2097215,460,0,-89,-13,-2,-1,39.89254039,116.3429023,42.31610107421875,3.7900925,1.06,352.2,
1788411195974,5727424513,646,504990,2097215,460,0,-89,-13,-2,-1,39.89252103,116.34290096,42.7518310546875,3.7900925,0.98,335.0,
1788411193656,5727424513,646,504990,2097215,460,0,-89,-13,-2,-1,39.89249073,116.34290999,42.6756591796875,3.7900925,1.06,344.7,
1788411191839,5727424513,646,504990,2097215,460,0,-89,-13,-2,-1,39.89248163,116.34291529,42.2318115234375,3.7900925,1.01,345.2,
1788411191647,5727424513,646,504990,2097215,460,0,-89,-13,2,-1,39.89247332,116.34291963,42.04541015625,3.7900925,1.01,348.6,
1788411189036,5727424513,646,504990,2097215,460,0,-89,-13,2,-1,39.89245441,116.34292601,42.0220947265625,3.7900925,1.01,343.7,
